u_BT,PosXRight,PosYRight,u_VSP1,Absolute Time
0.000000,0.000000,0.000000,0.000000,3568296678.210278
0.000000,0.000000,0.000000,0.000000,3568296678.220278
0.000000,0.000000,0.000000,0.000000,3568296678.230277
0.000000,0.000000,0.000000,0.000000,3568296678.240277
0.000000,0.000000,0.000000,0.000000,3568296678.250278
0.000000,0.000000,0.000000,0.000000,3568296678.260278
0.000000,0.000000,0.000000,0.000000,3568296678.270278
0.000000,0.000000,0.000000,0.000000,3568296678.280279
0.000000,0.000000,0.000000,0.000000,3568296678.290279
0.000000,0.000000,0.000000,0.000000,3568296678.300279
0.000000,0.000000,0.000000,0.000000,3568296678.310280
0.000000,0.000000,0.000000,0.000000,3568296678.320280
0.000000,0.000000,0.000000,0.000000,3568296678.330281
0.000000,0.000000,0.000000,0.000000,3568296678.340281
0.000000,0.000000,0.000000,0.000000,3568296678.350281
0.000000,0.000000,0.000000,0.000000,3568296678.360281
